route_id,trip_id,service_id
1005,2422,46
1005,2423,46
1005,2424,46
1005,2425,46
1005,2426,46
1005,2427,46
1005,2428,46
1005,2429,46
1001,243,24
1005,2430,46
1005,2431,46
1005,2432,46
1005,2433,46
1005,2434,46
1005,2435,46
1005,2436,46
1005,2437,46
1005,2438,46
1005,2439,46
1001,244,24
1005,2440,46
1005,2441,46
1005,2442,46
1005,2443,46
1005,2444,46
1005,2445,46
1005,2446,46
1005,2447,46
1005,2448,46
1005,2449,46
1001,245,24
1005,2450,46
1005,2451,46
1005,2452,46
1005,2453,23
1005,2454,23
1005,2455,23
1005,2456,23
1005,2457,23
1005,2458,23
1005,2459,23
1001,246,24
1005,2460,23
1005,2461,23
1005,2462,23
1005,2463,23
1005,2464,23
1005,2465,23
1005,2466,23
1005,2467,23
1005,2468,23
1005,2469,23
1001,247,24
1005,2470,23
1005,2471,23
1005,2472,23
1005,2473,23
1005,2474,23
1005,2475,23
1005,2476,23
1005,2477,23
1005,2478,23
1005,2479,23
1001,248,24
1005,2480,23
1005,2481,23
1005,2482,23
1005,2483,23
1005,2484,23
1005,2485,23
1005,2486,23
1005,2487,23
1005,2488,23
1005,2489,23
1001,249,24
1005,2490,23
1005,2491,23
1005,2492,23
1005,2493,23
1005,2494,23
1005,2495,23
1005,2496,23
1005,2497,23
1005,2498,23
1005,2499,23
1001,25,23
1001,250,24
1005,2500,23
1005,2501,23
1005,2502,23
1005,2503,23
1005,2504,23
1005,2505,23
1005,2506,23
1005,2507,23
1005,2508,23
1005,2509,23
1001,251,24
1005,2510,23
1005,2511,23
1005,2512,23
1005,2513,23
1005,2514,23
1005,2515,23
1005,2516,23
1005,2517,23
1005,2518,23
1005,2519,23
1001,252,24
1005,2520,23
1005,2521,24
1005,2522,24
1005,2523,24
1005,2524,24
1005,2525,24
1005,2526,24
1005,2527,24
1005,2528,24
1005,2529,24
1001,253,24
1005,2530,24
1005,2531,24
1005,2532,24
1005,2533,24
1005,2534,24
1005,2535,24
1005,2536,24
1005,2537,24
1005,2538,24
1005,2539,24
1001,254,24
1005,2540,24
1005,2541,24
1005,2542,24
1005,2543,24
1005,2544,24
1005,2545,24
1005,2546,24
1005,2547,24
1005,2548,24
1005,2549,24
1001,255,24
1005,2550,24
1005,2551,24
1005,2552,24
1005,2553,24
1005,2554,24
1005,2555,24
1005,2556,24
1005,2557,24
1005,2558,24
1005,2559,24
1001,256,24
1005,2560,24
1005,2561,24
1005,2562,24
1005,2563,24
1005,2564,24
1005,2565,24
1005,2566,24
1005,2567,24
1005,2568,24
1005,2569,24
1001,257,24
1005,2570,24
1005,2571,24
1005,2572,24
1005,2573,24
1005,2574,24
1005,2575,24
1005,2576,24
1005,2577,24
1005,2578,21
1005,2579,21
1001,258,24
1005,2580,21
1005,2581,21
1005,2582,21
1005,2583,21
1005,2584,21
1005,2585,21
1005,2586,21
1005,2587,21
1005,2588,21
1005,2589,21
1001,259,24
1005,2590,21
1005,2591,21
1005,2592,21
1005,2593,21
1005,2594,21
1005,2595,21
1005,2596,21
1005,2597,21
1005,2598,21
1005,2599,21
1001,26,23
1001,260,24
1005,2600,21
1005,2601,21
1005,2602,21
1005,2603,21
1005,2604,21
1005,2605,21
1005,2606,46
1005,2607,46
1005,2608,46
1005,2609,46
1001,261,24
1005,2610,46
1005,2611,46
1005,2612,46
1005,2613,46
1005,2614,46
1005,2615,46
1005,2616,46
1005,2617,46
1005,2618,46
1005,2619,46
1001,262,24
1005,2620,46
1005,2621,46
1005,2622,46
1005,2623,46
1005,2624,46
1005,2625,46
1005,2626,46
1005,2627,46
1005,2628,46
1005,2629,46
1001,263,24
1005,2630,46
1005,2631,46
1005,2632,46
1005,2633,46
1005,2634,46
1005,2635,46
1005,2636,46
1005,2637,46
1005,2638,46
1005,2639,46
1001,264,24
1005,2640,46
1005,2641,46
1005,2642,46
1005,2643,46
1005,2644,46
1005,2645,46
1005,2646,46
1005,2647,46
